userid;venueid;utctimestamp;tpos
1;49008118f964a5205a521fe3;09/02/2014 23:57:43;10
1;4de7ae4f2271b9ccf4e2a111;10/02/2014 08:16:30;11
1;4b956636f964a52089a034e3;10/02/2014 11:09:29;12
1;4c4def97d667d13a93dba39f;10/02/2014 14:12:27;13
1;4cb0ec4c5430b713b66d3716;10/02/2014 14:30:03;14
1;4c30aba2ed37a593922b6903;11/02/2014 03:23:53;15
1;4babd4a6f964a52039cd3ae3;11/02/2014 11:49:54;16
1;4e44525062e1b6355aaae1fb;11/02/2014 13:18:28;17
1;4a56434af964a520e0b41fe3;11/02/2014 16:49:44;18
1;40ede000f964a5203c0a1fe3;11/02/2014 22:17:51;19
1;4b562377f964a520260228e3;11/02/2014 23:03:57;20
1;423f6000f964a5205f201fe3;12/02/2014 02:45:27;21
1;4c6d5e05f2846dcbfc5f65e9;12/02/2014 05:45:17;22
1;4ba3f177f964a520f96f38e3;12/02/2014 08:52:16;23
1;4fd8a3cce4b0de27c8edd0d1;12/02/2014 11:17:24;24
1;4ba3afd9f964a520625438e3;12/02/2014 13:02:20;25
1;4bc4abb374a9a5930928d6f6;13/02/2014 07:47:08;26
1;4bb527502f70c9b670d28330;13/02/2014 08:25:17;27
1;4c5dec7b9b28d13a98185b70;13/02/2014 12:52:50;28
1;4de1b0bdd22d2a4ecdb4e8cb;13/02/2014 15:42:49;29
1;4b0397e7f964a520d84f22e3;13/02/2014 23:44:58;30
1;4c631fadeb82d13a1c1c07d6;14/02/2014 18:14:56;31
1;4bf593578543ef3beda3d5e7;14/02/2014 20:14:51;32
1;4bd9fdb13904a593cb90449e;14/02/2014 20:56:37;33
1;4a778d7ff964a520c8e41fe3;14/02/2014 22:37:44;34
1;4c4dd825f53d0f473798a7a5;15/02/2014 05:11:27;35
1;4aae6836f964a520ff6120e3;15/02/2014 05:50:00;36
1;508416e1e4b0e5b1531bb366;15/02/2014 09:38:44;37
1;4b8985ccf964a520943e32e3;15/02/2014 17:45:14;38
1;4fc5802de4b00d555961b581;16/02/2014 03:04:52;39
1;4aa329cef964a5208d4320e3;16/02/2014 14:14:51;40
1;4c35a3aea0ced13a5f111a6e;16/02/2014 20:43:06;41
1;4ba66ffef964a5205d5239e3;17/02/2014 02:45:06;42
1;4c44c2c4f799e21e0e48aea2;17/02/2014 07:29:51;43
1;4bee8b6c2c082d7fc6843042;17/02/2014 11:49:51;44
1;4bf711034a67c9288ff922cf;17/02/2014 19:29:21;45
1;4b5ce5e5f964a520e44929e3;18/02/2014 08:56:57;46
2;48970b8af964a52076511fe3;08/02/2014 14:20:24;0
2;50393fc2e4b06e9ad4709042;08/02/2014 20:36:52;1
2;4a42447cf964a520afa51fe3;09/02/2014 00:52:34;2
2;40f47780f964a5208f0a1fe3;09/02/2014 05:47:40;3
2;4a85a0b5f964a520b3fe1fe3;09/02/2014 06:48:27;4
2;4dbea69dfa8cee7273844c63;09/02/2014 12:19:41;5
2;50abeee2e4b0570fe336d7fa;09/02/2014 19:01:13;6
2;4ad46f88f964a520dde720e3;09/02/2014 19:58:35;7
2;4b86d292f964a520c49f31e3;10/02/2014 09:58:00;8
2;4df3acbfd22d8c5470dea96f;10/02/2014 10:52:25;9
2;4b9981ecf964a520128035e3;10/02/2014 13:52:17;10
2;4b16dbd0f964a52083be23e3;10/02/2014 18:58:50;11
2;4e89f0500039ffaff40476ca;10/02/2014 22:40:59;12
2;4c9ff17103133704920477d5;11/02/2014 04:15:09;13
2;4be3499f1dd22d7fdd4296bd;11/02/2014 10:30:18;14
2;4ca243001ee76dcbed2eefdd;11/02/2014 11:57:34;15
2;4c93992382b56dcbd72ec7aa;11/02/2014 13:06:48;16
2;4e93b5b9b803d7c292e9b17e;11/02/2014 14:03:59;17
2;4aab362bf964a520405920e3;12/02/2014 00:40:23;18
2;4b7999e0f964a520a5042fe3;12/02/2014 08:30:07;19
2;4a9bc3d7f964a5202e3520e3;12/02/2014 12:18:26;20
2;4ff1597ee4b0550dc7c7ac2c;12/02/2014 22:15:03;21
2;4f637696e4b036e3e7097d03;13/02/2014 02:33:06;22
2;4e9cdbb477c815a0f58fa52e;13/02/2014 12:04:11;23
2;4bf19007189f0f477f68b762;13/02/2014 13:02:46;24
2;4b562071f964a520a30128e3;13/02/2014 21:28:08;25
2;4c8ebdb04e95236a47937eca;14/02/2014 08:04:20;26
2;4c0ae882009a0f476f4eeabf;14/02/2014 09:30:50;27
2;4b6a1b4cf964a5200cc82be3;14/02/2014 12:15:09;28
2;4beee4a42c082d7f30103142;15/02/2014 01:41:54;29
2;4baf8328f964a520fe053ce3;15/02/2014 05:10:09;30
2;43504680f964a520b2281fe3;15/02/2014 09:05:29;31
2;4b18518df964a520cad023e3;15/02/2014 10:55:49;32
2;4c5c65886ebe2d7f92f5cf2e;15/02/2014 14:08:48;33
2;4cc6c258bde8f04dd179b84b;15/02/2014 19:02:07;34
2;4eff51859adffb90cc841b83;15/02/2014 22:27:15;35
2;4c11829d17002d7f3b63e609;16/02/2014 01:44:11;36
2;4a65fe27f964a520d6c71fe3;16/02/2014 04:38:29;37
2;4f8c57f8e4b0bae899bbbddf;16/02/2014 11:34:35;38
2;502d7b36e4b078fb589a15b1;16/02/2014 17:46:58;39
2;4c80191051ada1cd54a20610;16/02/2014 19:07:26;40
2;4f37e70ce4b0f4cfdf0fabd5;16/02/2014 23:52:36;41
2;4e847fd24690cb186ecda516;17/02/2014 16:02:52;42
2;4c88c5c6105237042fe2c2f1;17/02/2014 18:35:52;43
2;4bed6b0bbac3c9b63e3afee9;17/02/2014 23:25:06;44
2;4ad5cda5f964a520900321e3;18/02/2014 07:24:55;45
3;4c263b56905a0f478fdd6260;08/02/2014 09:54:15;0
3;4c1dc74fb9f876b0e9377e46;08/02/2014 12:38:47;1
3;4e6e0bad62e1ce6487350c5d;08/02/2014 17:35:59;2
3;4b6225edf964a52086382ae3;08/02/2014 19:23:02;3
3;4b60a318f964a520a4f129e3;08/02/2014 19:33:02;4
3;4ffe0a8fe4b07d7cbdb21810;09/02/2014 07:14:06;5
3;4fb1cc0ee4b0b5bcd2cb7fda;09/02/2014 08:27:13;6
3;4c7c071181bca09382ee0415;09/02/2014 11:19:02;7
3;4a7b6d4df964a520fbea1fe3;09/02/2014 21:16:45;8
3;4d6b2a182bf05481869ecced;09/02/2014 23:29:22;9
3;4ec024bd5c5c3d470ce39c35;10/02/2014 04:38:26;10
3;4b68283bf964a5209c692be3;10/02/2014 08:30:45;11
3;4bf956c7abdaef3bd0d9a184;10/02/2014 15:42:20;12
3;4b473940f964a520232d26e3;10/02/2014 16:48:16;13
3;50ca5a81e4b0821745361a34;11/02/2014 03:33:05;14
3;4f2ad1fa6b74bfbf8bb98162;11/02/2014 05:46:46;15
3;4f5a444ce4b0ecd606e21041;11/02/2014 09:13:44;16
3;4a19d10ff964a520597a1fe3;11/02/2014 12:21:25;17
3;4c6e0935c5243704371a2aeb;11/02/2014 17:17:27;18
3;4ef74823490124bf995c452d;11/02/2014 19:43:10;19
3;4cd8a01d7d454688d8bdeced;11/02/2014 21:27:00;20
3;4b203c68f964a520232f24e3;12/02/2014 01:18:09;21
3;4b86926ef964a520209031e3;12/02/2014 06:21:45;22
3;4f5684de771657f331e5ca01;12/02/2014 10:50:51;23
3;4ea43fe0d5fb57c09e432962;12/02/2014 15:48:40;24
3;4ba67656f964a520025539e3;13/02/2014 02:33:54;25
3;4a7b8b85f964a52056eb1fe3;13/02/2014 02:51:33;26
3;4cf6b3fc1801a143b649ebd4;13/02/2014 08:22:59;27
3;4aadde31f964a5208a6120e3;13/02/2014 11:52:12;28
3;4af83ef5f964a5209d0b22e3;13/02/2014 17:57:46;29
3;4bfd4a1383bbd13a05f762c5;13/02/2014 19:19:11;30
3;4b1829b7f964a5201ace23e3;14/02/2014 00:53:13;31
3;4bdc21952a3a0f473c94b1b6;14/02/2014 03:16:58;32
3;4bb378de715eef3b5e5c86bb;14/02/2014 07:45:38;33
3;4be9856b4f5576b07f08b396;14/02/2014 08:59:09;34
3;4c75414f66be6dcbdcd3bf0f;14/02/2014 11:41:50;35
3;4fbda7f1e4b00375eee81d3b;14/02/2014 12:23:47;36
3;4b849a6af964a520dc3d31e3;14/02/2014 15:31:38;37
3;4e693237d4c0a5c38aefbd82;14/02/2014 18:36:22;38
3;4b897be0f964a520bb3a32e3;14/02/2014 19:47:03;39
3;3fd66200f964a52046e51ee3;15/02/2014 01:09:00;40
3;4e61358581301b932281b4a4;15/02/2014 06:36:30;41
3;4bfc48d1d6f2c9b60ff94ec8;15/02/2014 10:37:08;42
3;4e7f79e9754afa2da1adec7f;15/02/2014 16:23:23;43
3;4c599a716407d13aac91b228;15/02/2014 23:44:30;44
3;4ec2cb8b49014076e80f807f;16/02/2014 05:21:33;45
3;3fd66200f964a52042eb1ee3;16/02/2014 11:05:08;46
3;4b562dd7f964a520e20328e3;16/02/2014 18:16:58;47
3;4adc63d5f964a520fd2b21e3;17/02/2014 02:19:32;48
3;4ac13d5ff964a5205b9620e3;17/02/2014 10:03:22;49
3;4fcb7df4e4b0c665077499ae;17/02/2014 13:30:41;50
3;4b91ae4cf964a5207acf33e3;17/02/2014 15:14:42;51
3;4a169644f964a52004791fe3;17/02/2014 21:57:44;52
3;4d2cfd6ef728b60c320897fd;18/02/2014 02:22:52;53
3;4ab7e364f964a520587b20e3;18/02/2014 02:38:59;54
3;4e98efc56da1ff6171feed91;18/02/2014 03:46:42;55
4;4f9d598ce4b02343c923d263;08/02/2014 12:24:29;0
4;49dceeecf964a520c05f1fe3;08/02/2014 17:58:57;1
4;4d76467904666ea831dd46b6;09/02/2014 02:09:39;2
4;4a7322baf964a520a5db1fe3;09/02/2014 09:24:50;3
4;41a12c00f964a520381e1fe3;09/02/2014 09:58:19;4
4;4c9807bb671db60cb547b6f6;09/02/2014 13:48:23;5
4;4f9db768e4b0d8e623b64cd4;09/02/2014 14:43:42;6
4;4a6c6b4af964a52082d01fe3;09/02/2014 15:27:30;7
4;4ee4fa4393adf8e1a8242a89;09/02/2014 22:35:59;8
4;4b2422e6f964a520f06124e3;10/02/2014 00:24:49;9
4;4b0ac1eff964a520602723e3;10/02/2014 02:06:22;10
4;4ca51fe897c8a1cdad3a64a5;10/02/2014 12:57:39;11
4;4e246fdcb0fbdf9ba7c75e10;10/02/2014 14:58:14;12
4;50296f34e4b0e872cca30ee0;10/02/2014 19:59:43;13
4;4b01eca4f964a520984622e3;11/02/2014 02:44:05;14
4;4ad3f445f964a5200ee720e3;11/02/2014 10:19:22;15
4;4a4baaf8f964a52091ac1fe3;11/02/2014 12:06:20;16
4;4be167a4c1732d7f00e15b9a;11/02/2014 12:40:47;17
4;4b5b3c86f964a52046ed28e3;11/02/2014 15:33:03;18
4;4d2cf855ae3a8cfae318c170;11/02/2014 18:01:58;19
4;4beb208c415e20a172ece5bb;12/02/2014 00:52:37;20
4;4c00421a92a6c928eded43e2;12/02/2014 03:47:51;21
4;4bed5e663372c928137f1114;12/02/2014 09:10:40;22
4;4bc251f44cdfc9b691fa9521;12/02/2014 12:00:13;23
4;4c44a8ad8c1f20a1acba3c99;12/02/2014 13:47:08;24
4;4f5a3cc5e4b0519c54294f8b;12/02/2014 15:13:19;25
4;4d1b518bdd3637049a11631a;12/02/2014 18:28:10;26
4;4d1a1447731976eb537209dc;12/02/2014 22:44:36;27
4;4df22b8045dd4e26933b38f4;13/02/2014 01:48:34;28
4;4bb69539f562ef3b986d3097;13/02/2014 09:40:33;29
4;4d70e8a586aa6dcb5083f9a7;13/02/2014 15:13:23;30
4;4aab0a78f964a520ae5820e3;13/02/2014 18:38:52;31
4;3fd66200f964a52008e81ee3;14/02/2014 03:10:29;32
4;4a266ef3f964a520ad7e1fe3;14/02/2014 08:26:55;33
4;4b9a58e0f964a520e0ad35e3;14/02/2014 10:01:01;34
4;4d94cc38ca3f6ea83938d234;14/02/2014 10:58:54;35
4;4e10b7e8c65b4a49f306c9da;14/02/2014 16:11:16;36
4;4c0038efca1920a1b90fee81;14/02/2014 17:02:57;37
4;4c6c08cd6af58cfa62998517;14/02/2014 22:57:07;38
4;4bba28edb35776b0bf99ca01;15/02/2014 00:58:33;39
4;4a80aa8df964a520dcf51fe3;15/02/2014 02:43:46;40
4;4b64db8df964a52072d52ae3;15/02/2014 09:01:03;41
4;4b631ab4f964a52048632ae3;15/02/2014 10:29:16;42
4;4c2d20773a4d0f476f5be386;15/02/2014 12:13:51;43
4;4c643f243590d13ad99ce2bc;15/02/2014 13:31:01;44
4;4abd45a3f964a520588920e3;15/02/2014 16:45:03;45
4;45c5dc11f964a52057421fe3;15/02/2014 20:04:54;46
4;4e21db98e4cdf6859189d724;15/02/2014 22:00:09;47
4;4be1ae703ef676b0e44ec0ca;16/02/2014 02:13:35;48
4;4d225a1bb69c6dcb27748195;16/02/2014 09:28:43;49
4;4f0c5d8be4b031b2875b3f11;16/02/2014 14:10:29;50
4;4bd9aeb8d2cbc9282d5ad1ad;16/02/2014 21:27:42;51
4;4b4e0c46f964a52084df26e3;17/02/2014 00:37:34;52
4;4adf50e7f964a520627921e3;17/02/2014 09:31:24;53
4;4ab13f96f964a520b56820e3;17/02/2014 12:46:27;54
4;4f66422fe4b09ff9be3187fb;17/02/2014 18:37:09;55
4;4e30c1a7e4cd6396f9c322be;17/02/2014 21:27:51;56
4;4ca503b2965c9c74fc16c7fa;18/02/2014 04:38:20;57
5;4b4263a6f964a520e9d225e3;08/02/2014 11:41:38;0
5;49da6946f964a520825e1fe3;08/02/2014 12:02:45;1
5;4a8c37ddf964a520540d20e3;08/02/2014 14:29:41;2
5;4bed7bbebac3c9b60157fee9;08/02/2014 15:11:37;3
5;4db805d8815445bd47c9eb8c;08/02/2014 17:44:32;4
5;4df91de3d4c064db03a82358;08/02/2014 21:31:21;5
5;4ea05bbbf5b99725b9ee6611;09/02/2014 06:15:32;6
5;3fd66200f964a5209ee71ee3;09/02/2014 08:59:58;7
5;4b0c16c3f964a520ad3623e3;09/02/2014 15:18:15;8
5;4e5158211f6eae4d2534b202;09/02/2014 18:24:34;9
5;4d5d5f411ef2f04d44f5fecd;10/02/2014 01:22:38;10
5;4be4a46b2468c9286816ff42;10/02/2014 06:12:50;11
5;49bd1751f964a52048541fe3;10/02/2014 07:01:56;12
5;4f13097ee4b0253d4e5886ed;10/02/2014 10:13:55;13
5;4e57ad6fb3ad0addfaad76be;10/02/2014 16:47:48;14
5;4c38dc5a0a71c9b64d7c41c9;11/02/2014 01:25:54;15
5;4c902a876fbf224b1bae518f;11/02/2014 05:37:16;16
5;4edd814246907c1b465edd02;11/02/2014 12:39:32;17
5;4e4c86ff1520a0ce7f8e2a26;11/02/2014 17:43:21;18
5;4c52ffca384c76b01963122b;11/02/2014 20:54:18;19
5;4cc3fb05c844721e9aa4e601;12/02/2014 01:25:37;20
5;4b57a224f964a520c93928e3;12/02/2014 04:33:25;21
5;4c50e3aa375c0f47b8490793;12/02/2014 11:46:45;22
5;4b5cb461f964a520813f29e3;12/02/2014 22:55:07;23
5;4accda9cf964a520c5c920e3;13/02/2014 07:41:43;24
5;4bf801615317a593fff1fe7e;13/02/2014 09:57:21;25
5;4e888b6961afee1b75b579a4;13/02/2014 10:50:14;26
5;4bc0e63cabf49521a01ec093;13/02/2014 17:05:31;27
5;4e4c3209d22d10a6c5c854e0;13/02/2014 21:02:21;28
5;464f383ff964a520c6461fe3;14/02/2014 02:21:55;29
5;4d94cc38ca3f6ea83938d234;14/02/2014 05:06:02;30
5;4cf6bcb4e308236a19cee7ac;14/02/2014 06:34:58;31
5;50699732e4b0d34396b47a8b;14/02/2014 09:53:48;32
5;4a6e29aff964a52016d41fe3;14/02/2014 16:03:57;33
5;410c3280f964a520b20b1fe3;14/02/2014 19:41:15;34
5;4f2c6c47e4b050b6481a1110;15/02/2014 08:41:42;35
5;4bfedafae584c92853576d25;15/02/2014 11:24:48;36
5;4c59cebe2091a59332d35dd0;15/02/2014 13:15:32;37
5;4b4a12baf964a520bc7926e3;15/02/2014 14:38:58;38
5;4c35fb667cc0c9b6bfcbf59a;15/02/2014 18:03:25;39
5;3fd66200f964a52093ea1ee3;15/02/2014 19:36:13;40
5;4b03020cf964a520d74b22e3;15/02/2014 21:54:56;41
5;4b39872ef964a5207d5d25e3;16/02/2014 05:54:10;42
5;4b08cd87f964a520691223e3;16/02/2014 07:57:30;43
5;4a6f3d28f964a520b3d51fe3;16/02/2014 09:33:36;44
5;4abd11f0f964a520448820e3;16/02/2014 19:53:24;45
5;4eb06f57d3e30d448424b6c8;16/02/2014 23:24:21;46
5;4aba81eff964a520ac8120e3;17/02/2014 13:00:27;47
5;4d8648b7509137049caba85b;17/02/2014 21:00:40;48
5;4e56cd2852b1bb575af345ef;18/02/2014 00:16:29;49
5;4d3e1181d625224b737d9ffa;18/02/2014 07:34:14;50
6;4bd8295c0b779c74307506a0;08/02/2014 12:58:22;0
6;4f9056f2d5fbb1947e8973bf;08/02/2014 16:49:13;1
6;4c38a8a63849c92859d7bfb1;08/02/2014 18:24:50;2
6;4f09ed9ce4b0671f2924a07c;08/02/2014 20:48:07;3
6;4f207f5ee4b07fb2481e2748;09/02/2014 02:47:15;4
6;4bc747cc8b7c9c74aa1f36cf;09/02/2014 03:42:59;5
6;4b3ba919f964a520367825e3;09/02/2014 06:29:00;6
6;4f4cfc9ae4b088c4adb3864d;09/02/2014 10:52:22;7
6;4fef9e52e4b0ff692c07c59a;09/02/2014 20:03:38;8
6;4c7e75cf0b2a9eb0a373651f;09/02/2014 23:44:45;9
6;4defa4c9183822e7cf3deb3a;10/02/2014 07:08:46;10
6;4bf4542c94af2d7fc5763a72;10/02/2014 11:32:18;11
6;43f301c8f964a520942f1fe3;10/02/2014 17:37:50;12
6;4a745e31f964a520eedd1fe3;11/02/2014 06:58:03;13
6;4b491b32f964a5201b6626e3;11/02/2014 10:41:49;14
6;4ad8795ff964a520a21121e3;11/02/2014 16:56:48;15
6;4a54ff84f964a52089b31fe3;11/02/2014 21:08:23;16
6;501adf11e4b0d225f8788a03;11/02/2014 21:54:25;17
6;3fd66200f964a52063e41ee3;11/02/2014 22:53:57;18
6;4cf836347b44224b54cecd05;11/02/2014 23:42:09;19
6;4ee03cc6d3e38ddb2a91672f;12/02/2014 09:02:16;20
6;4de4683f45dd180ae575644b;12/02/2014 10:57:44;21
6;4a958a36f964a5208f2320e3;12/02/2014 22:19:20;22
6;4f7c743b6b74f38a7a5c8153;13/02/2014 02:44:23;23
6;4b720649f964a520c96a2de3;13/02/2014 07:53:16;24
6;4ae5e41bf964a520e9a221e3;13/02/2014 10:13:31;25
6;4cd1a2f86449a0939644d1cf;13/02/2014 11:34:25;26
6;4bc5c6f66a3e9c74af45f648;13/02/2014 21:25:51;27
6;4b68c864f964a520b78c2be3;14/02/2014 01:22:07;28
6;4edb3f012c5b50ab9f9dd1cb;14/02/2014 03:18:00;29
6;4bebe8226295c9b63f308808;14/02/2014 04:42:59;30
6;4b473940f964a520232d26e3;14/02/2014 10:01:47;31
6;4bb7d645cf2fc9b608e39e02;14/02/2014 10:52:51;32
6;4cf55b1c7e0da1cd27f7a697;14/02/2014 17:16:53;33
6;4b283634f964a520f79024e3;14/02/2014 23:15:16;34
6;4b981afdf964a520a42c35e3;15/02/2014 04:33:36;35
6;4d94a124e923721e7e9270fe;15/02/2014 07:34:28;36
6;4eefc4cb490178f61b62367a;15/02/2014 10:15:16;37
6;4bd374aea8b3a593480f6a5f;15/02/2014 16:31:29;38
6;3fd66200f964a52075eb1ee3;15/02/2014 19:02:20;39
6;4b8f00b4f964a520ce4333e3;15/02/2014 20:58:02;40
6;3fd66200f964a52010e41ee3;15/02/2014 22:15:10;41
6;4dfd3b6bc65b31579b315013;16/02/2014 01:34:52;42
6;4e6a93eb62e1cd1d54c419f7;16/02/2014 15:56:49;43
6;4e4677d9d22d12b08bc114ff;17/02/2014 01:02:48;44
6;4afb51f4f964a520e91c22e3;17/02/2014 07:49:11;45
6;507ad203e4b0a4757eaaf166;17/02/2014 12:57:25;46
6;5079a11ee4b07e75d908cd11;17/02/2014 17:16:39;47
6;4d32205c329e54816e93ad1d;17/02/2014 20:41:45;48
7;4f3251d419836c91c7cc1386;08/02/2014 12:49:21;0
7;4ad8b19df964a520c71321e3;08/02/2014 15:54:34;1
7;49de5d52f964a52048601fe3;08/02/2014 17:55:36;2
7;4be5f94fcf200f47e608143c;08/02/2014 18:39:58;3
7;4bdc6f39fed22d7f2e2458c9;08/02/2014 22:30:58;4
7;4f81dd3ce4b0b2237d813d2e;08/02/2014 23:15:08;5
7;4bae69c7f964a52018af3be3;09/02/2014 05:12:05;6
7;4efbd1ea823142b9259796a7;09/02/2014 11:24:11;7
7;4f2f59bde4b07ca3173f54f4;09/02/2014 19:55:04;8
7;4b2c10fcf964a520ccc024e3;09/02/2014 20:18:11;9
7;4d42c3f4b0342d43e8412bbe;09/02/2014 23:51:00;10
7;4f48542ce4b0d125f62963c0;10/02/2014 01:09:57;11
7;4ee9123f469064168df36d3b;10/02/2014 04:46:53;12
7;4c7e761a0b2a9eb01474651f;10/02/2014 10:16:01;13
7;4c58a4b404f9be9ae57aed60;10/02/2014 11:08:17;14
7;3fd66200f964a52088e81ee3;10/02/2014 15:43:25;15
7;4be6b3a32457a5939a0dad15;10/02/2014 22:44:13;16
7;4d376a82d60c6dcba5936dbc;11/02/2014 00:31:16;17
7;4a5be707f964a520f5bb1fe3;11/02/2014 03:58:15;18
7;4babf549f964a52048d93ae3;11/02/2014 05:51:36;19
7;4adb895ef964a520be2821e3;11/02/2014 08:57:14;20
7;4f36ad06e4b02a70e06ff8bc;11/02/2014 11:55:59;21
7;4e57aae6c65b2197869fe5b5;11/02/2014 14:05:28;22
7;4b5118c6f964a520334227e3;11/02/2014 21:06:48;23
7;4bc5c3c84a9aa5933fdd067b;12/02/2014 00:24:38;24
7;4b22ee33f964a520905024e3;12/02/2014 03:14:15;25
7;4afe06a9f964a520302d22e3;12/02/2014 03:58:38;26
7;4a3ee14ef964a52085a31fe3;12/02/2014 08:02:31;27
7;4e94b7510cd60d94b53c0bf2;12/02/2014 10:41:37;28
7;4b5bc19df964a5206e1429e3;12/02/2014 20:24:27;29
7;4c6abb42897b1b8d1880b217;13/02/2014 03:59:51;30
7;4fa77994754a1bcf20f3e633;13/02/2014 12:41:37;31
7;4c1bc3603855c9b6da90cc71;13/02/2014 15:30:39;32
7;467e1d72f964a5200f481fe3;13/02/2014 15:57:24;33
7;3fd66200f964a52034e91ee3;13/02/2014 19:06:42;34
7;4a734456f964a520f8db1fe3;13/02/2014 22:24:57;35
7;4bde1145e75c0f474bccc603;14/02/2014 03:16:11;36
7;3fd66200f964a5208aea1ee3;14/02/2014 09:27:30;37
7;500a5976e4b08ffd59786eda;14/02/2014 12:50:44;38
7;4b3d24f8f964a520e48e25e3;14/02/2014 22:16:41;39
7;4cc18d2ff4448cfaaf765798;15/02/2014 03:08:10;40
7;4ae3e801f964a5208a9921e3;15/02/2014 05:35:29;41
7;4f95baa6e4b0b10b9c076597;15/02/2014 07:47:13;42
7;49d375a6f964a520f95b1fe3;15/02/2014 10:24:45;43
7;4b4b9b41f964a520bfa126e3;15/02/2014 11:40:32;44
7;49e4d563f964a52059631fe3;15/02/2014 14:47:31;45
7;4df3772818a88611c6bc6b27;15/02/2014 23:45:40;46
7;4ab0e6ecf964a520a26720e3;16/02/2014 08:58:16;47
7;4fe6390be4b034584372dbb6;16/02/2014 19:01:22;48
7;4be893cc88ed2d7f6310cc1d;16/02/2014 23:15:32;49
